show_id,duration,type_id
s5366,2 Seasons,2
s5367,1 Season,2
s5368,1 Season,2
s5369,84 min,1
s5370,67 min,1
s5371,91 min,1
s5372,63 min,1
s5373,1 Season,2
s5374,116 min,1
s5375,104 min,1
s5376,14 min,1
s5377,89 min,1
s5378,108 min,1
s5379,59 min,1
s5380,74 min,1
s5381,4 Seasons,2
s5382,4 Seasons,2
s5383,1 Season,2
s5384,1 Season,2
s5385,1 Season,2
s5386,84 min,1
s5387,1 Season,2
s5388,97 min,1
s5389,1 Season,2
s5390,95 min,1
s5391,1 Season,2
s5392,116 min,1
s5393,1 Season,2
s5394,1 Season,2
s5395,86 min,1
s5396,3 Seasons,2
s5397,153 min,1
s5398,1 Season,2
s5399,104 min,1
s5400,1 Season,2
s5401,163 min,1
s5402,1 Season,2
s5403,106 min,1
s5404,1 Season,2
s5405,1 Season,2
s5406,1 Season,2
s5407,2 Seasons,2
s5408,1 Season,2
s5409,148 min,1
s5410,1 Season,2
s5411,1 Season,2
s5412,105 min,1
s5413,12 Seasons,2
s5414,1 Season,2
s5415,2 Seasons,2
s5416,121 min,1
s5417,66 min,1
s5418,102 min,1
s5419,96 min,1
s5420,89 min,1
s5421,161 min,1
s5422,5 Seasons,2
s5423,2 Seasons,2
s5424,24 min,1
s5425,66 min,1
s5426,2 Seasons,2
s5427,91 min,1
s5428,92 min,1
s5429,2 Seasons,2
s5430,104 min,1
s5431,73 min,1
s5432,47 min,1
s5433,102 min,1
s5434,1 Season,2
s5435,1 Season,2
s5436,1 Season,2
s5437,1 Season,2
s5438,1 Season,2
s5439,1 Season,2
s5440,1 Season,2
s5441,87 min,1
s5442,117 min,1
s5443,119 min,1
s5444,130 min,1
s5445,1 Season,2
s5446,2 Seasons,2
s5447,102 min,1
s5448,154 min,1
s5449,44 min,1
s5450,96 min,1
s5451,47 min,1
s5452,44 min,1
s5453,109 min,1
s5454,89 min,1
s5455,92 min,1
s5456,122 min,1
s5457,19 min,1
s5458,1 Season,2
s5459,1 Season,2
s5460,3 Seasons,2
s5461,154 min,1
s5462,152 min,1
s5463,161 min,1
s5464,123 min,1
s5465,1 Season,2
s5466,1 Season,2
s5467,44 min,1
s5468,80 min,1
s5469,71 min,1
s5470,153 min,1
s5471,3 Seasons,2
s5472,79 min,1
s5473,143 min,1
s5474,123 min,1
s5475,80 min,1
s5476,73 min,1
s5477,106 min,1
s5478,1 Season,2
s5479,101 min,1
s5480,1 Season,2
s5481,59 min,1
s5482,164 min,1
s5483,151 min,1
s5484,84 min,1
s5485,51 min,1
s5486,142 min,1
s5487,110 min,1
s5488,86 min,1
s5489,1 Season,2
s5490,101 min,1
s5491,88 min,1
s5492,86 min,1
s5493,61 min,1
s5494,81 min,1
s5495,3 Seasons,2
s5496,72 min,1
s5497,98 min,1
s5498,64 min,1
s5499,111 min,1
s5500,148 min,1
s5501,163 min,1
s5502,95 min,1
s5503,99 min,1
s5504,44 min,1
s5505,93 min,1
s5506,89 min,1
s5507,83 min,1
s5508,104 min,1
s5509,81 min,1
s5510,1 Season,2
s5511,1 Season,2
s5512,53 min,1
s5513,95 min,1
s5514,1 Season,2
s5515,2 Seasons,2
s5516,149 min,1
s5517,106 min,1
s5518,108 min,1
s5519,66 min,1
s5520,1 Season,2
s5521,1 Season,2
s5522,1 Season,2
s5523,113 min,1
s5524,4 Seasons,2
s5525,83 min,1
s5526,50 min,1
s5527,97 min,1
s5528,105 min,1
s5529,107 min,1
s5530,99 min,1
s5531,101 min,1
s5532,81 min,1
s5533,92 min,1
s5534,131 min,1
s5535,101 min,1
s5536,96 min,1
s5537,85 min,1
s5538,1 Season,2
s5539,2 Seasons,2
s5540,110 min,1
s5541,89 min,1
s5542,,1
s5543,1 Season,2
s5544,88 min,1
s5545,88 min,1
s5546,143 min,1
s5547,83 min,1
s5548,107 min,1
s5549,99 min,1
s5550,134 min,1
s5551,78 min,1
s5552,81 min,1
s5553,106 min,1
s5554,51 min,1
s5555,1 Season,2
s5556,2 Seasons,2
s5557,102 min,1
s5558,63 min,1
s5559,2 Seasons,2
s5560,91 min,1
s5561,93 min,1
s5562,93 min,1
s5563,1 Season,2
s5564,1 Season,2
s5565,97 min,1
s5566,92 min,1
s5567,1 Season,2
s5568,3 Seasons,2
s5569,137 min,1
s5570,1 Season,2
s5571,143 min,1
s5572,168 min,1
s5573,117 min,1
s5574,87 min,1
s5575,160 min,1
s5576,1 Season,2
s5577,62 min,1
s5578,109 min,1
s5579,1 Season,2
s5580,102 min,1
s5581,1 Season,2
s5582,118 min,1
s5583,57 min,1
s5584,1 Season,2
s5585,94 min,1
s5586,1 Season,2
s5587,71 min,1
s5588,123 min,1
s5589,97 min,1
s5590,99 min,1
s5591,97 min,1
s5592,1 Season,2
s5593,1 Season,2
s5594,3 Seasons,2
s5595,67 min,1
s5596,105 min,1
s5597,78 min,1
s5598,99 min,1
s5599,1 Season,2
s5600,119 min,1
s5601,109 min,1
s5602,1 Season,2
s5603,107 min,1
s5604,1 Season,2
s5605,92 min,1
s5606,88 min,1
s5607,71 min,1
s5608,64 min,1
s5609,1 Season,2
s5610,1 Season,2
s5611,97 min,1
s5612,96 min,1
s5613,150 min,1
s5614,54 min,1
s5615,78 min,1
s5616,86 min,1
s5617,154 min,1
s5618,179 min,1
s5619,93 min,1
s5620,97 min,1
s5621,108 min,1
s5622,92 min,1
s5623,78 min,1
s5624,87 min,1
s5625,99 min,1
s5626,91 min,1
s5627,102 min,1
s5628,67 min,1
s5629,57 min,1
s5630,130 min,1
s5631,80 min,1
s5632,66 min,1
s5633,105 min,1
s5634,98 min,1
s5635,91 min,1
s5636,123 min,1
s5637,82 min,1
s5638,104 min,1
s5639,109 min,1
s5640,74 min,1
s5641,1 Season,2
s5642,84 min,1
s5643,98 min,1
s5644,22 min,1
s5645,100 min,1
s5646,75 min,1
s5647,69 min,1
s5648,97 min,1
s5649,92 min,1
s5650,92 min,1
s5651,7 Seasons,2
s5652,146 min,1
s5653,97 min,1
s5654,1 Season,2
s5655,2 Seasons,2
s5656,1 Season,2
s5657,93 min,1
s5658,62 min,1
s5659,2 Seasons,2
s5660,22 min,1
s5661,88 min,1
s5662,105 min,1
s5663,1 Season,2
s5664,88 min,1
s5665,93 min,1
s5666,1 Season,2
s5667,98 min,1
s5668,1 Season,2
s5669,1 Season,2
s5670,1 Season,2
s5671,1 Season,2
s5672,1 Season,2
s5673,2 Seasons,2
s5674,1 Season,2
s5675,5 Seasons,2
s5676,1 Season,2
s5677,88 min,1
s5678,1 Season,2
s5679,31 min,1
s5680,83 min,1
s5681,1 Season,2
s5682,38 min,1
s5683,108 min,1
s5684,1 Season,2
s5685,1 Season,2
s5686,97 min,1
s5687,1 Season,2
s5688,81 min,1
s5689,70 min,1
s5690,62 min,1
s5691,3 Seasons,2
s5692,99 min,1
s5693,2 Seasons,2
s5694,112 min,1
s5695,90 min,1
s5696,56 min,1
s5697,89 min,1
s5698,24 min,1
s5699,100 min,1
s5700,1 Season,2
s5701,1 Season,2
s5702,116 min,1
s5703,92 min,1
s5704,1 Season,2
s5705,79 min,1
s5706,72 min,1
s5707,92 min,1
s5708,1 Season,2
s5709,61 min,1
s5710,88 min,1
s5711,113 min,1
s5712,67 min,1
s5713,65 min,1
s5714,62 min,1
s5715,107 min,1
s5716,1 Season,2
s5717,1 Season,2
s5718,69 min,1
s5719,77 min,1
s5720,98 min,1
s5721,1 Season,2
s5722,71 min,1
s5723,1 Season,2
s5724,2 Seasons,2
s5725,64 min,1
s5726,112 min,1
s5727,59 min,1
s5728,1 Season,2
s5729,1 Season,2
s5730,1 Season,2
s5731,1 Season,2
s5732,1 Season,2
s5733,1 Season,2
s5734,91 min,1
s5735,44 min,1
s5736,107 min,1
s5737,92 min,1
s5738,89 min,1
s5739,107 min,1
s5740,94 min,1
s5741,110 min,1
s5742,1 Season,2
s5743,81 min,1
s5744,77 min,1
s5745,1 Season,2
s5746,64 min,1
s5747,97 min,1
s5748,77 min,1
s5749,94 min,1
s5750,94 min,1
s5751,91 min,1
s5752,1 Season,2
s5753,1 Season,2
s5754,2 Seasons,2
s5755,80 min,1
s5756,95 min,1
s5757,90 min,1
s5758,101 min,1
s5759,73 min,1
s5760,1 Season,2
s5761,108 min,1
s5762,25 min,1
s5763,1 Season,2
s5764,1 Season,2
s5765,86 min,1
s5766,105 min,1
s5767,1 Season,2
s5768,100 min,1
s5769,1 Season,2
s5770,1 Season,2
s5771,96 min,1
s5772,1 Season,2
s5773,97 min,1
s5774,73 min,1
s5775,1 Season,2
s5776,44 min,1
s5777,132 min,1
s5778,1 Season,2
s5779,96 min,1
s5780,92 min,1
s5781,99 min,1
s5782,1 Season,2
s5783,92 min,1
s5784,99 min,1
s5785,78 min,1
s5786,4 Seasons,2
s5787,65 min,1
s5788,65 min,1
s5789,69 min,1
s5790,64 min,1
s5791,63 min,1
s5792,63 min,1
s5793,89 min,1
s5794,60 min,1
s5795,,1
s5796,41 min,1
s5797,83 min,1
s5798,25 min,1
s5799,94 min,1
s5800,1 Season,2
s5801,1 Season,2
s5802,1 Season,2
s5803,1 Season,2
s5804,9 Seasons,2
s5805,52 min,1
s5806,1 Season,2
s5807,1 Season,2
s5808,2 Seasons,2
s5809,75 min,1
s5810,92 min,1
s5811,80 min,1
s5812,1 Season,2
s5813,3 Seasons,2
s5814,,1
s5815,46 min,1
s5816,72 min,1
s5817,71 min,1
s5818,77 min,1
s5819,70 min,1
s5820,73 min,1
s5821,81 min,1
s5822,63 min,1
s5823,1 Season,2
s5824,1 Season,2
s5825,45 min,1
s5826,1 Season,2
s5827,46 min,1
s5828,2 Seasons,2
s5829,112 min,1
s5830,3 Seasons,2
s5831,101 min,1
s5832,117 min,1
s5833,114 min,1
s5834,96 min,1
s5835,2 Seasons,2
s5836,87 min,1
s5837,2 Seasons,2
s5838,105 min,1
s5839,1 Season,2
s5840,80 min,1
s5841,97 min,1
s5842,105 min,1
s5843,60 min,1
s5844,1 Season,2
s5845,1 Season,2
s5846,1 Season,2
s5847,109 min,1
s5848,60 min,1
s5849,101 min,1
s5850,91 min,1
s5851,66 min,1
s5852,127 min,1
s5853,82 min,1
s5854,1 Season,2
s5855,70 min,1
s5856,2 Seasons,2
s5857,2 Seasons,2
s5858,23 min,1
s5859,97 min,1
s5860,62 min,1
s5861,84 min,1
s5862,90 min,1
s5863,1 Season,2
s5864,1 Season,2
s5865,101 min,1
s5866,74 min,1
s5867,1 Season,2
s5868,2 Seasons,2
s5869,68 min,1
s5870,3 Seasons,2
s5871,1 Season,2
s5872,1 Season,2
s5873,92 min,1
s5874,107 min,1
s5875,108 min,1
s5876,74 min,1
s5877,29 min,1
s5878,1 Season,2
s5879,60 min,1
s5880,120 min,1
s5881,74 min,1
s5882,57 min,1
s5883,1 Season,2
s5884,91 min,1
s5885,62 min,1
s5886,1 Season,2
s5887,85 min,1
s5888,90 min,1
s5889,3 Seasons,2
s5890,105 min,1
s5891,59 min,1
s5892,137 min,1
s5893,86 min,1
s5894,99 min,1
s5895,64 min,1
s5896,1 Season,2
s5897,82 min,1
s5898,90 min,1
s5899,80 min,1
s5900,62 min,1
s5901,1 Season,2
s5902,92 min,1
s5903,2 Seasons,2
s5904,78 min,1
s5905,92 min,1
s5906,69 min,1
s5907,103 min,1
s5908,92 min,1
s5909,10 Seasons,2
s5910,143 min,1
s5911,83 min,1
s5912,78 min,1
s5913,84 min,1
s5914,84 min,1
s5915,1 Season,2
s5916,58 min,1
s5917,82 min,1
s5918,83 min,1
s5919,29 min,1
s5920,72 min,1
s5921,26 min,1
s5922,81 min,1
s5923,3 Seasons,2
s5924,5 Seasons,2
s5925,75 min,1
s5926,100 min,1
s5927,90 min,1
s5928,68 min,1
s5929,71 min,1
s5930,100 min,1
s5931,94 min,1
s5932,80 min,1
s5933,35 min,1
s5934,3 Seasons,2
s5935,93 min,1
s5936,105 min,1
s5937,130 min,1
s5938,100 min,1
s5939,80 min,1
s5940,4 Seasons,2
s5941,5 Seasons,2
s5942,76 min,1
s5943,95 min,1
s5944,96 min,1
s5945,94 min,1
s5946,94 min,1
s5947,93 min,1
s5948,96 min,1
s5949,94 min,1
s5950,94 min,1
s5951,93 min,1
s5952,95 min,1
s5953,93 min,1
s5954,75 min,1
s5955,103 min,1
s5956,29 min,1
s5957,104 min,1
s5958,81 min,1
s5959,80 min,1
s5960,123 min,1
s5961,119 min,1
s5962,118 min,1
s5963,143 min,1
s5964,149 min,1
s5965,1 Season,2
s5966,144 min,1
s5967,124 min,1
s5968,87 min,1
s5969,128 min,1
s5970,117 min,1
s5971,100 min,1
s5972,84 min,1
s5973,90 min,1
s5974,105 min,1
s5975,1 Season,2
s5976,106 min,1
s5977,99 min,1
s5978,93 min,1
s5979,1 Season,2
s5980,89 min,1
s5981,105 min,1
s5982,109 min,1
s5983,93 min,1
s5984,75 min,1
s5985,1 Season,2
s5986,90 min,1
s5987,1 Season,2
s5988,90 min,1
s5989,93 min,1
s5990,37 min,1
s5991,113 min,1
s5992,89 min,1
s5993,102 min,1
s5994,102 min,1
s5995,90 min,1
s5996,94 min,1
s5997,91 min,1
s5998,107 min,1
s5999,95 min,1
s6000,119 min,1
s6001,93 min,1
s6002,1 Season,2
s6003,101 min,1
s6004,93 min,1
s6005,82 min,1
s6006,70 min,1
s6007,104 min,1
s6008,121 min,1
s6009,92 min,1
s6010,124 min,1
s6011,53 min,1
s6012,91 min,1
s6013,83 min,1
s6014,93 min,1
s6015,81 min,1
s6016,86 min,1
s6017,106 min,1
s6018,97 min,1
s6019,99 min,1
s6020,100 min,1
s6021,126 min,1
s6022,94 min,1
s6023,103 min,1
s6024,96 min,1
s6025,1 Season,2
s6026,137 min,1
s6027,1 Season,2
s6028,104 min,1
s6029,104 min,1
s6030,94 min,1
s6031,176 min,1
s6032,137 min,1
s6033,101 min,1
s6034,111 min,1
s6035,110 min,1
s6036,142 min,1
s6037,86 min,1
s6038,1 Season,2
s6039,93 min,1
s6040,86 min,1
s6041,80 min,1
s6042,92 min,1
s6043,96 min,1
s6044,87 min,1
s6045,1 Season,2
s6046,98 min,1
s6047,125 min,1
s6048,91 min,1
s6049,76 min,1
s6050,82 min,1
s6051,111 min,1
s6052,92 min,1
s6053,94 min,1
s6054,91 min,1
s6055,44 min,1
s6056,108 min,1
s6057,123 min,1
s6058,106 min,1
s6059,89 min,1
s6060,98 min,1
s6061,108 min,1
s6062,92 min,1
s6063,102 min,1
s6064,103 min,1
s6065,91 min,1
s6066,110 min,1
s6067,2 Seasons,2
s6068,1 Season,2
s6069,77 min,1
s6070,99 min,1
s6071,122 min,1
s6072,150 min,1
s6073,126 min,1
s6074,164 min,1
s6075,115 min,1
s6076,133 min,1
s6077,127 min,1
s6078,100 min,1
s6079,131 min,1
s6080,2 Seasons,2
s6081,44 min,1
s6082,101 min,1
s6083,90 min,1
s6084,89 min,1
s6085,88 min,1
s6086,133 min,1
s6087,110 min,1
s6088,112 min,1
s6089,87 min,1
s6090,1 Season,2
s6091,91 min,1
s6092,111 min,1
s6093,99 min,1
s6094,86 min,1
s6095,1 Season,2
s6096,93 min,1
s6097,87 min,1
s6098,107 min,1
s6099,89 min,1
s6100,92 min,1
s6101,1 Season,2
s6102,2 Seasons,2
s6103,1 Season,2
s6104,122 min,1
s6105,91 min,1
s6106,1 Season,2
s6107,127 min,1
s6108,153 min,1
s6109,94 min,1
s6110,106 min,1
s6111,102 min,1
s6112,112 min,1
s6113,63 min,1
s6114,90 min,1
s6115,89 min,1
s6116,101 min,1
s6117,85 min,1
s6118,83 min,1
s6119,92 min,1
s6120,84 min,1
s6121,91 min,1
s6122,100 min,1
s6123,103 min,1
s6124,103 min,1
s6125,45 min,1
s6126,45 min,1
s6127,5 Seasons,2
s6128,90 min,1
s6129,98 min,1
s6130,92 min,1
s6131,172 min,1
s6132,125 min,1
s6133,1 Season,2
s6134,81 min,1
s6135,112 min,1
s6136,122 min,1
s6137,101 min,1
s6138,3 Seasons,2
s6139,53 min,1
s6140,1 Season,2
s6141,53 min,1
s6142,99 min,1
s6143,95 min,1
s6144,119 min,1
s6145,163 min,1
s6146,55 min,1
s6147,1 Season,2
s6148,102 min,1
s6149,106 min,1
s6150,128 min,1
s6151,80 min,1
s6152,80 min,1
s6153,75 min,1
s6154,75 min,1
s6155,79 min,1
s6156,87 min,1
s6157,1 Season,2
s6158,97 min,1
s6159,85 min,1
s6160,111 min,1
s6161,113 min,1
s6162,1 Season,2
s6163,90 min,1
s6164,103 min,1
s6165,105 min,1
s6166,104 min,1
s6167,1 Season,2
s6168,1 Season,2
s6169,127 min,1
s6170,92 min,1
s6171,72 min,1
s6172,118 min,1
s6173,110 min,1
s6174,65 min,1
s6175,5 Seasons,2
s6176,90 min,1
s6177,134 min,1
s6178,2 Seasons,2
s6179,89 min,1
s6180,86 min,1
s6181,87 min,1
s6182,107 min,1
s6183,79 min,1
s6184,87 min,1
s6185,113 min,1
s6186,110 min,1
s6187,98 min,1
s6188,93 min,1
s6189,139 min,1
s6190,94 min,1
s6191,133 min,1
s6192,81 min,1
s6193,91 min,1
s6194,122 min,1
s6195,1 Season,2
s6196,102 min,1
s6197,88 min,1
s6198,49 min,1
s6199,1 Season,2
s6200,110 min,1
s6201,150 min,1
s6202,97 min,1
s6203,129 min,1
s6204,99 min,1
s6205,112 min,1
s6206,143 min,1
s6207,61 min,1
s6208,95 min,1
s6209,92 min,1
s6210,97 min,1
s6211,90 min,1
s6212,119 min,1
s6213,147 min,1
s6214,3 Seasons,2
s6215,83 min,1
s6216,83 min,1
s6217,1 Season,2
s6218,91 min,1
s6219,117 min,1
s6220,1 Season,2
s6221,78 min,1
s6222,75 min,1
s6223,78 min,1
s6224,149 min,1
s6225,103 min,1
s6226,94 min,1
s6227,95 min,1
s6228,122 min,1
s6229,1 Season,2
s6230,107 min,1
s6231,126 min,1
s6232,122 min,1
s6233,95 min,1
s6234,101 min,1
s6235,74 min,1
s6236,74 min,1
s6237,74 min,1
s6238,83 min,1
s6239,79 min,1
s6240,72 min,1
s6241,80 min,1
s6242,75 min,1
s6243,75 min,1
s6244,72 min,1
s6245,99 min,1
s6246,91 min,1
s6247,166 min,1
s6248,103 min,1
s6249,128 min,1
s6250,1 Season,2
s6251,5 Seasons,2
s6252,87 min,1
s6253,1 Season,2
s6254,1 Season,2
s6255,125 min,1
s6256,121 min,1
s6257,110 min,1
s6258,88 min,1
s6259,1 Season,2
s6260,52 min,1
s6261,89 min,1
s6262,52 min,1
s6263,1 Season,2
s6264,1 Season,2
s6265,4 Seasons,2
s6266,2 Seasons,2
s6267,81 min,1
s6268,73 min,1
s6269,75 min,1
s6270,99 min,1
s6271,121 min,1
s6272,100 min,1
s6273,97 min,1
s6274,105 min,1
s6275,100 min,1
s6276,1 Season,2
s6277,1 Season,2
s6278,115 min,1
s6279,99 min,1
s6280,4 Seasons,2
s6281,91 min,1
s6282,1 Season,2
s6283,90 min,1
s6284,100 min,1
s6285,25 min,1
s6286,99 min,1
s6287,120 min,1
s6288,98 min,1
s6289,104 min,1
s6290,149 min,1
s6291,112 min,1
s6292,1 Season,2
s6293,98 min,1
s6294,120 min,1
s6295,1 Season,2
s6296,1 Season,2
s6297,151 min,1
s6298,63 min,1
s6299,148 min,1
s6300,114 min,1
s6301,123 min,1
s6302,2 Seasons,2
s6303,87 min,1
s6304,93 min,1
s6305,3 Seasons,2
s6306,88 min,1
s6307,126 min,1
s6308,90 min,1
s6309,95 min,1
s6310,108 min,1
s6311,65 min,1
s6312,110 min,1
s6313,66 min,1
s6314,127 min,1
s6315,131 min,1
s6316,88 min,1
s6317,97 min,1
s6318,116 min,1
s6319,3 Seasons,2
s6320,1 Season,2
s6321,117 min,1
s6322,79 min,1
s6323,144 min,1
s6324,1 Season,2
s6325,79 min,1
s6326,135 min,1
s6327,88 min,1
s6328,116 min,1
s6329,91 min,1
s6330,83 min,1
s6331,90 min,1
s6332,129 min,1
s6333,120 min,1
s6334,91 min,1
s6335,85 min,1
s6336,1 Season,2
s6337,88 min,1
s6338,123 min,1
s6339,180 min,1
s6340,98 min,1
s6341,90 min,1
s6342,1 Season,2
s6343,90 min,1
s6344,94 min,1
s6345,112 min,1
s6346,85 min,1
s6347,97 min,1
s6348,1 Season,2
s6349,47 min,1
s6350,99 min,1
s6351,168 min,1
s6352,99 min,1
s6353,106 min,1
s6354,92 min,1
s6355,99 min,1
s6356,89 min,1
s6357,88 min,1
s6358,1 Season,2
s6359,111 min,1
s6360,79 min,1
s6361,1 Season,2
s6362,2 Seasons,2
s6363,86 min,1
s6364,74 min,1
s6365,1 Season,2
s6366,84 min,1
s6367,80 min,1
s6368,86 min,1
s6369,3 Seasons,2
s6370,90 min,1
s6371,102 min,1
s6372,1 Season,2
s6373,92 min,1
s6374,2 Seasons,2
s6375,81 min,1
s6376,116 min,1
s6377,110 min,1
s6378,95 min,1
s6379,1 Season,2
s6380,133 min,1
s6381,120 min,1
s6382,1 Season,2
s6383,91 min,1
s6384,90 min,1
s6385,90 min,1
s6386,1 Season,2
s6387,103 min,1
s6388,73 min,1
s6389,98 min,1
s6390,1 Season,2
s6391,119 min,1
s6392,76 min,1
s6393,148 min,1
s6394,2 Seasons,2
s6395,94 min,1
s6396,108 min,1
s6397,114 min,1
s6398,98 min,1
s6399,1 Season,2
s6400,151 min,1
s6401,78 min,1
s6402,1 Season,2
s6403,125 min,1
s6404,126 min,1
s6405,1 Season,2
s6406,11 min,1
s6407,22 min,1
s6408,1 Season,2
s6409,1 Season,2
s6410,104 min,1
s6411,104 min,1
s6412,1 Season,2
s6413,117 min,1
s6414,1 Season,2
s6415,101 min,1
s6416,99 min,1
s6417,1 Season,2
s6418,103 min,1
s6419,126 min,1
s6420,92 min,1
s6421,1 Season,2
s6422,131 min,1
s6423,119 min,1
s6424,98 min,1
s6425,85 min,1
s6426,84 min,1
s6427,1 Season,2
s6428,145 min,1
s6429,125 min,1
s6430,108 min,1
s6431,1 Season,2
s6432,108 min,1
s6433,74 min,1
s6434,82 min,1
s6435,75 min,1
s6436,77 min,1
s6437,156 min,1
s6438,116 min,1
s6439,126 min,1
s6440,129 min,1
s6441,132 min,1
s6442,118 min,1
s6443,87 min,1
s6444,95 min,1
s6445,86 min,1
s6446,106 min,1
s6447,115 min,1
s6448,106 min,1
s6449,94 min,1
s6450,121 min,1
s6451,113 min,1
s6452,2 Seasons,2
s6453,129 min,1
s6454,99 min,1
s6455,116 min,1
s6456,1 Season,2
s6457,11 Seasons,2
s6458,2 Seasons,2
s6459,88 min,1
s6460,1 Season,2
s6461,2 Seasons,2
s6462,63 min,1
s6463,62 min,1
s6464,62 min,1
s6465,112 min,1
s6466,113 min,1
s6467,82 min,1
s6468,98 min,1
s6469,87 min,1
s6470,1 Season,2
s6471,111 min,1
s6472,63 min,1
s6473,105 min,1
s6474,146 min,1
s6475,96 min,1
s6476,80 min,1
s6477,99 min,1
s6478,1 Season,2
s6479,87 min,1
s6480,88 min,1
s6481,99 min,1
s6482,104 min,1
s6483,104 min,1
s6484,1 Season,2
s6485,118 min,1
s6486,127 min,1
s6487,109 min,1
s6488,1 Season,2
s6489,130 min,1
s6490,110 min,1
s6491,1 Season,2
s6492,88 min,1
s6493,106 min,1
s6494,91 min,1
s6495,103 min,1
s6496,1 Season,2
s6497,89 min,1
s6498,108 min,1
s6499,1 Season,2
s6500,124 min,1
s6501,96 min,1
s6502,172 min,1
s6503,124 min,1
s6504,85 min,1
s6505,9 Seasons,2
s6506,7 Seasons,2
s6507,8 Seasons,2
s6508,1 Season,2
s6509,1 Season,2
s6510,1 Season,2
s6511,137 min,1
s6512,91 min,1
s6513,120 min,1
s6514,1 Season,2
s6515,1 Season,2
s6516,118 min,1
s6517,110 min,1
s6518,114 min,1
s6519,112 min,1
s6520,5 Seasons,2
s6521,1 Season,2
s6522,92 min,1
s6523,137 min,1
s6524,84 min,1
s6525,1 Season,2
s6526,52 min,1
s6527,96 min,1
s6528,112 min,1
s6529,90 min,1
s6530,106 min,1
s6531,116 min,1
s6532,97 min,1
s6533,1 Season,2
s6534,127 min,1
s6535,96 min,1
s6536,45 min,1
s6537,101 min,1
s6538,88 min,1
s6539,1 Season,2
s6540,75 min,1
s6541,112 min,1
s6542,110 min,1
s6543,1 Season,2
s6544,120 min,1
s6545,90 min,1
s6546,82 min,1
s6547,118 min,1
s6548,153 min,1
s6549,117 min,1
s6550,10 Seasons,2
s6551,93 min,1
s6552,82 min,1
s6553,115 min,1
s6554,151 min,1
s6555,103 min,1
s6556,117 min,1
s6557,1 Season,2
s6558,100 min,1
s6559,70 min,1
s6560,1 Season,2
s6561,2 Seasons,2
s6562,103 min,1
s6563,108 min,1
s6564,100 min,1
s6565,91 min,1
s6566,93 min,1
s6567,113 min,1
s6568,116 min,1
s6569,1 Season,2
s6570,121 min,1
s6571,112 min,1
s6572,1 Season,2
s6573,2 Seasons,2
s6574,76 min,1
s6575,81 min,1
s6576,110 min,1
s6577,90 min,1
s6578,97 min,1
s6579,86 min,1
s6580,94 min,1
s6581,83 min,1
s6582,43 min,1
s6583,92 min,1
s6584,93 min,1
s6585,88 min,1
s6586,53 min,1
s6587,3 Seasons,2
s6588,1 Season,2
s6589,156 min,1
s6590,79 min,1
s6591,96 min,1
s6592,99 min,1
s6593,140 min,1
s6594,62 min,1
s6595,88 min,1
s6596,76 min,1
s6597,99 min,1
s6598,97 min,1
s6599,87 min,1
s6600,108 min,1
s6601,94 min,1
s6602,1 Season,2
s6603,123 min,1
s6604,8 Seasons,2
s6605,128 min,1
s6606,132 min,1
s6607,93 min,1
s6608,113 min,1
s6609,96 min,1
s6610,133 min,1
s6611,176 min,1
s6612,1 Season,2
s6613,115 min,1
s6614,1 Season,2
s6615,90 min,1
s6616,111 min,1
s6617,87 min,1
s6618,112 min,1
s6619,1 Season,2
s6620,200 min,1
s6621,93 min,1
s6622,90 min,1
s6623,107 min,1
s6624,89 min,1
s6625,83 min,1
s6626,96 min,1
s6627,99 min,1
s6628,95 min,1
s6629,88 min,1
s6630,94 min,1
s6631,93 min,1
s6632,93 min,1
s6633,92 min,1
s6634,127 min,1
s6635,105 min,1
s6636,1 Season,2
s6637,94 min,1
s6638,104 min,1
s6639,94 min,1
s6640,82 min,1
s6641,86 min,1
s6642,103 min,1
s6643,97 min,1
s6644,84 min,1
s6645,98 min,1
s6646,68 min,1
s6647,1 Season,2
s6648,42 min,1
s6649,92 min,1
s6650,89 min,1
s6651,99 min,1
s6652,1 Season,2
s6653,1 Season,2
s6654,93 min,1
s6655,162 min,1
s6656,85 min,1
s6657,52 min,1
s6658,91 min,1
s6659,1 Season,2
s6660,1 Season,2
s6661,1 Season,2
s6662,106 min,1
s6663,92 min,1
s6664,1 Season,2
s6665,140 min,1
s6666,69 min,1
s6667,153 min,1
s6668,124 min,1
s6669,120 min,1
s6670,134 min,1
s6671,105 min,1
s6672,3 Seasons,2
s6673,1 Season,2
s6674,1 Season,2
s6675,1 Season,2
s6676,119 min,1
s6677,1 Season,2
s6678,106 min,1
s6679,2 Seasons,2
s6680,79 min,1
s6681,196 min,1
s6682,90 min,1
s6683,109 min,1
s6684,93 min,1
s6685,92 min,1
s6686,49 min,1
s6687,102 min,1
s6688,82 min,1
s6689,74 min,1
s6690,94 min,1
s6691,1 Season,2
s6692,87 min,1
s6693,108 min,1
s6694,1 Season,2
s6695,151 min,1
s6696,1 Season,2
s6697,109 min,1
s6698,1 Season,2
s6699,91 min,1
s6700,93 min,1
s6701,85 min,1
s6702,103 min,1
s6703,102 min,1
s6704,107 min,1
s6705,88 min,1
s6706,95 min,1
s6707,100 min,1
s6708,91 min,1
s6709,110 min,1
s6710,1 Season,2
s6711,96 min,1
s6712,96 min,1
s6713,98 min,1
s6714,133 min,1
s6715,1 Season,2
